,ordernumber,orderdate,requireddate,shippeddate,status,comments,orderdetails,city,phone,state,country,postalCode,creditLimit,addressLine1,addressLine2,customerName,contactLastName,contactFirstName,salesRepEmployeeNumber,customerNumber
151,10248,2004-05-07,2004-05-14,,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,"[{'priceEach': 126.48, 'productCode': 'S10_4757', 'quantityOrdered': 20}, {'priceEach': 80.86, 'productCode': 'S18_3029', 'quantityOrdered': 21}, {'priceEach': 133.86, 'productCode': 'S18_3140', 'quantityOrdered': 32}, {'priceEach': 95.8, 'productCode': 'S18_3259', 'quantityOrdered': 42}, {'priceEach': 87.77, 'productCode': 'S18_4522', 'quantityOrdered': 42}, {'priceEach': 122.89, 'productCode': 'S24_2011', 'quantityOrdered': 48}, {'priceEach': 85.85, 'productCode': 'S24_3151', 'quantityOrdered': 30}, {'priceEach': 83.02, 'productCode': 'S24_3816', 'quantityOrdered': 23}, {'priceEach': 66.0, 'productCode': 'S700_1138', 'quantityOrdered': 36}, {'priceEach': 81.41, 'productCode': 'S700_1938', 'quantityOrdered': 40}, {'priceEach': 69.39, 'productCode': 'S700_2610', 'quantityOrdered': 32}, {'priceEach': 84.14, 'productCode': 'S700_3505', 'quantityOrdered': 30}, {'priceEach': 92.36, 'productCode': 'S700_3962', 'quantityOrdered': 35}, {'priceEach': 53.51, 'productCode': 'S72_3212', 'quantityOrdered': 23}]",NYC,2125557818,NY,USA,10022,114900.0,897 Long Airport Avenue,,Land of Toys Inc.,Lee,Kwai,1323.0,9
152,10249,2004-05-08,2004-05-17,2004-05-11,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,"[{'priceEach': 88.93, 'productCode': 'S18_3856', 'quantityOrdered': 46}, {'priceEach': 54.81, 'productCode': 'S24_2841', 'quantityOrdered': 20}, {'priceEach': 65.75, 'productCode': 'S24_3420', 'quantityOrdered': 25}, {'priceEach': 85.99, 'productCode': 'S700_2047', 'quantityOrdered': 40}, {'priceEach': 49.16, 'productCode': 'S72_1253', 'quantityOrdered': 32}]",Cambridge,6175555555,MA,USA,51247,43400.0,4658 Baden Av.,,Cambridge Collectables Co.,Tseng,Jerry,1188.0,80
153,10250,2004-05-11,2004-05-19,2004-05-15,Shipped,,"[{'priceEach': 148.23, 'productCode': 'S18_1662', 'quantityOrdered': 45}, {'priceEach': 84.48, 'productCode': 'S18_2581', 'quantityOrdered': 27}, {'priceEach': 95.2, 'productCode': 'S24_1785', 'quantityOrdered': 31}, {'priceEach': 63.22, 'productCode': 'S24_2000', 'quantityOrdered': 32}, {'priceEach': 61.42, 'productCode': 'S24_3949', 'quantityOrdered': 40}, {'priceEach': 72.45, 'productCode': 'S24_4278', 'quantityOrdered': 37}, {'priceEach': 99.89, 'productCode': 'S32_1374', 'quantityOrdered': 31}, {'priceEach': 62.6, 'productCode': 'S32_4289', 'quantityOrdered': 50}, {'priceEach': 36.66, 'productCode': 'S50_1341', 'quantityOrdered': 36}, {'priceEach': 91.34, 'productCode': 'S700_1691', 'quantityOrdered': 31}, {'priceEach': 90.75, 'productCode': 'S700_2466', 'quantityOrdered': 35}, {'priceEach': 98.48, 'productCode': 'S700_2834', 'quantityOrdered': 44}, {'priceEach': 76.0, 'productCode': 'S700_3167', 'quantityOrdered': 44}, {'priceEach': 65.89, 'productCode': 'S700_4002', 'quantityOrdered': 38}]",San Jose,4085553659,CA,USA,94217,77600.0,3086 Ingle Ln.,,The Sharp Gifts Warehouse,Frick,Sue,1165.0,77
154,10251,2004-05-18,2004-05-24,2004-05-24,Shipped,,"[{'priceEach': 93.79, 'productCode': 'S10_1678', 'quantityOrdered': 59}, {'priceEach': 115.37, 'productCode': 'S10_2016', 'quantityOrdered': 44}, {'priceEach': 172.36, 'productCode': 'S10_4698', 'quantityOrdered': 43}, {'priceEach': 129.53, 'productCode': 'S12_2823', 'quantityOrdered': 46}, {'priceEach': 58.15, 'productCode': 'S18_2625', 'quantityOrdered': 44}, {'priceEach': 91.29, 'productCode': 'S24_1578', 'quantityOrdered': 50}]",Newark,2015559350,NJ,USA,94019,43000.0,7476 Moss Rd.,,Tekni Collectables Inc.,Brown,William,1323.0,86
155,10252,2004-05-26,2004-06-04,2004-05-29,Shipped,,"[{'priceEach': 74.78, 'productCode': 'S18_3278', 'quantityOrdered': 20}, {'priceEach': 145.52, 'productCode': 'S18_3482', 'quantityOrdered': 41}, {'priceEach': 50.36, 'productCode': 'S18_3782', 'quantityOrdered': 31}, {'priceEach': 127.97, 'productCode': 'S18_4721', 'quantityOrdered': 26}, {'priceEach': 63.03, 'productCode': 'S24_2360', 'quantityOrdered': 47}, {'priceEach': 69.52, 'productCode': 'S24_4620', 'quantityOrdered': 38}, {'priceEach': 36.21, 'productCode': 'S32_2206', 'quantityOrdered': 36}, {'priceEach': 93.89, 'productCode': 'S32_4485', 'quantityOrdered': 25}, {'priceEach': 72.41, 'productCode': 'S50_4713', 'quantityOrdered': 48}]",Paris,(1) 47.55.6555,,France,75016,95000.0,"25, rue Lauriston",,Auto Canal+ Petit,Perrier,Dominique,1337.0,79
156,10253,2004-06-01,2004-06-09,2004-06-02,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.","[{'priceEach': 157.6, 'productCode': 'S12_1099', 'quantityOrdered': 24}, {'priceEach': 102.17, 'productCode': 'S12_3380', 'quantityOrdered': 22}, {'priceEach': 67.03, 'productCode': 'S12_3990', 'quantityOrdered': 25}, {'priceEach': 109.4, 'productCode': 'S12_4675', 'quantityOrdered': 41}, {'priceEach': 130.22, 'productCode': 'S18_1129', 'quantityOrdered': 26}, {'priceEach': 103.29, 'productCode': 'S18_1589', 'quantityOrdered': 24}, {'priceEach': 67.76, 'productCode': 'S18_1889', 'quantityOrdered': 23}, {'priceEach': 130.87, 'productCode': 'S18_1984', 'quantityOrdered': 33}, {'priceEach': 114.84, 'productCode': 'S18_2870', 'quantityOrdered': 37}, {'priceEach': 145.63, 'productCode': 'S18_3232', 'quantityOrdered': 40}, {'priceEach': 139.87, 'productCode': 'S18_3685', 'quantityOrdered': 31}, {'priceEach': 34.74, 'productCode': 'S24_2972', 'quantityOrdered': 40}, {'priceEach': 50.82, 'productCode': 'S24_3371', 'quantityOrdered': 24}, {'priceEach': 115.15, 'productCode': 'S24_3856', 'quantityOrdered': 39}]",Liverpool,(171) 555-2282,,UK,WX1 6LT,92700.0,"12, Berkeley Gardens Blvd",,"UK Collectables, Ltd.",Devon,Elizabeth,1501.0,89
157,10254,2004-06-03,2004-06-13,2004-06-04,Shipped,Customer requested that DHL is used for this shipping,"[{'priceEach': 137.7, 'productCode': 'S18_1749', 'quantityOrdered': 49}, {'priceEach': 55.09, 'productCode': 'S18_2248', 'quantityOrdered': 36}, {'priceEach': 102.98, 'productCode': 'S18_2325', 'quantityOrdered': 41}, {'priceEach': 80.99, 'productCode': 'S18_4409', 'quantityOrdered': 34}, {'priceEach': 59.87, 'productCode': 'S18_4933', 'quantityOrdered': 30}, {'priceEach': 66.88, 'productCode': 'S24_1046', 'quantityOrdered': 34}, {'priceEach': 43.27, 'productCode': 'S24_1628', 'quantityOrdered': 32}, {'priceEach': 28.88, 'productCode': 'S24_1937', 'quantityOrdered': 38}, {'priceEach': 85.42, 'productCode': 'S24_2766', 'quantityOrdered': 31}, {'priceEach': 111.57, 'productCode': 'S24_2887', 'quantityOrdered': 33}, {'priceEach': 69.34, 'productCode': 'S24_3191', 'quantityOrdered': 42}, {'priceEach': 101.73, 'productCode': 'S24_3432', 'quantityOrdered': 49}, {'priceEach': 39.8, 'productCode': 'S24_3969', 'quantityOrdered': 20}]",Auckland  ,+64 9 312 5555,,New Zealand,,88000.0,162-164 Grafton Road,Level 2,"Down Under Souveniers, Inc",Graham,Mike,1612.0,7
158,10258,2004-06-15,2004-06-25,2004-06-23,Shipped,,"[{'priceEach': 177.87, 'productCode': 'S10_1949', 'quantityOrdered': 32}, {'priceEach': 133.94, 'productCode': 'S12_1666', 'quantityOrdered': 41}, {'priceEach': 113.17, 'productCode': 'S18_1097', 'quantityOrdered': 41}, {'priceEach': 49.81, 'productCode': 'S18_4668', 'quantityOrdered': 21}, {'priceEach': 62.7, 'productCode': 'S32_3522', 'quantityOrdered': 20}, {'priceEach': 86.99, 'productCode': 'S700_2824', 'quantityOrdered': 45}]",Minato-ku,+81 3 3584 0555,Tokyo,Japan,106-0032,94400.0,2-2-8 Roppongi,,"Tokyo Collectables, Ltd",Shimamura,Akiko,1621.0,90
159,10259,2004-06-15,2004-06-22,2004-06-17,Shipped,,"[{'priceEach': 121.15, 'productCode': 'S10_4962', 'quantityOrdered': 26}, {'priceEach': 117.32, 'productCode': 'S12_4473', 'quantityOrdered': 46}, {'priceEach': 134.26, 'productCode': 'S18_2238', 'quantityOrdered': 30}, {'priceEach': 120.28, 'productCode': 'S18_2319', 'quantityOrdered': 34}, {'priceEach': 59.55, 'productCode': 'S18_2432', 'quantityOrdered': 30}, {'priceEach': 152.41, 'productCode': 'S18_3232', 'quantityOrdered': 27}, {'priceEach': 107.76, 'productCode': 'S18_4600', 'quantityOrdered': 41}, {'priceEach': 46.82, 'productCode': 'S24_1444', 'quantityOrdered': 28}, {'priceEach': 121.4, 'productCode': 'S24_2300', 'quantityOrdered': 47}, {'priceEach': 31.47, 'productCode': 'S24_2840', 'quantityOrdered': 31}, {'priceEach': 95.35, 'productCode': 'S32_1268', 'quantityOrdered': 45}, {'priceEach': 45.99, 'productCode': 'S32_2509', 'quantityOrdered': 40}, {'priceEach': 105.33, 'productCode': 'S50_1392', 'quantityOrdered': 29}]",Singapore,+65 224 1555,,Singapore,069045,97900.0,106 Linden Road Sandown,2nd Floor,Handji Gifts& Co,Victorino,Wendy,1612.0,82
160,10260,2004-06-16,2004-06-22,,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,"[{'priceEach': 180.79, 'productCode': 'S12_1108', 'quantityOrdered': 46}, {'priceEach': 140.5, 'productCode': 'S12_3148', 'quantityOrdered': 30}, {'priceEach': 169.56, 'productCode': 'S12_3891', 'quantityOrdered': 44}, {'priceEach': 121.57, 'productCode': 'S18_3140', 'quantityOrdered': 32}, {'priceEach': 92.77, 'productCode': 'S18_3259', 'quantityOrdered': 29}, {'priceEach': 137.88, 'productCode': 'S18_4027', 'quantityOrdered': 23}, {'priceEach': 117.1, 'productCode': 'S24_4048', 'quantityOrdered': 23}, {'priceEach': 55.3, 'productCode': 'S32_3207', 'quantityOrdered': 27}, {'priceEach': 56.24, 'productCode': 'S50_1514', 'quantityOrdered': 21}, {'priceEach': 80.55, 'productCode': 'S700_1938', 'quantityOrdered': 33}]",Auckland,64-9-3763555,,New Zealand,,77700.0,199 Great North Road,,GiftsForHim.com,MacKinlay,Wales,1612.0,73
161,10261,2004-06-17,2004-06-25,2004-06-22,Shipped,,"[{'priceEach': 116.96, 'productCode': 'S10_4757', 'quantityOrdered': 27}, {'priceEach': 80.75, 'productCode': 'S18_4522', 'quantityOrdered': 20}, {'priceEach': 105.69, 'productCode': 'S24_2011', 'quantityOrdered': 36}, {'priceEach': 79.66, 'productCode': 'S24_3151', 'quantityOrdered': 22}, {'priceEach': 64.0, 'productCode': 'S700_1138', 'quantityOrdered': 34}, {'priceEach': 58.55, 'productCode': 'S700_2610', 'quantityOrdered': 44}, {'priceEach': 89.15, 'productCode': 'S700_3505', 'quantityOrdered': 25}, {'priceEach': 88.39, 'productCode': 'S700_3962', 'quantityOrdered': 50}, {'priceEach': 43.68, 'productCode': 'S72_3212', 'quantityOrdered': 29}]",Montréal,(514) 555-8054,Québec,Canada,H1J 1C3,48700.0,43 rue St. Laurent,,Québec Home Shopping Network,Fresnière,Jean ,1286.0,54
162,10262,2004-06-24,2004-07-01,,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,"[{'priceEach': 157.69, 'productCode': 'S18_1662', 'quantityOrdered': 49}, {'priceEach': 81.72, 'productCode': 'S18_3029', 'quantityOrdered': 32}, {'priceEach': 85.75, 'productCode': 'S18_3856', 'quantityOrdered': 34}, {'priceEach': 98.48, 'productCode': 'S24_1785', 'quantityOrdered': 34}, {'priceEach': 63.71, 'productCode': 'S24_2841', 'quantityOrdered': 24}, {'priceEach': 65.75, 'productCode': 'S24_3420', 'quantityOrdered': 46}, {'priceEach': 82.18, 'productCode': 'S24_3816', 'quantityOrdered': 49}, {'priceEach': 58.69, 'productCode': 'S24_3949', 'quantityOrdered': 48}, {'priceEach': 63.97, 'productCode': 'S32_4289', 'quantityOrdered': 40}, {'priceEach': 35.78, 'productCode': 'S50_1341', 'quantityOrdered': 49}, {'priceEach': 87.69, 'productCode': 'S700_1691', 'quantityOrdered': 40}, {'priceEach': 83.28, 'productCode': 'S700_2047', 'quantityOrdered': 44}, {'priceEach': 81.77, 'productCode': 'S700_2466', 'quantityOrdered': 33}, {'priceEach': 64.8, 'productCode': 'S700_3167', 'quantityOrdered': 27}, {'priceEach': 64.41, 'productCode': 'S700_4002', 'quantityOrdered': 35}, {'priceEach': 41.71, 'productCode': 'S72_1253', 'quantityOrdered': 21}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
163,10263,2004-06-28,2004-07-04,2004-07-02,Shipped,,"[{'priceEach': 89.0, 'productCode': 'S10_1678', 'quantityOrdered': 34}, {'priceEach': 107.05, 'productCode': 'S10_2016', 'quantityOrdered': 40}, {'priceEach': 193.66, 'productCode': 'S10_4698', 'quantityOrdered': 41}, {'priceEach': 123.51, 'productCode': 'S12_2823', 'quantityOrdered': 48}, {'priceEach': 67.58, 'productCode': 'S18_2581', 'quantityOrdered': 33}, {'priceEach': 50.27, 'productCode': 'S18_2625', 'quantityOrdered': 34}, {'priceEach': 109.32, 'productCode': 'S24_1578', 'quantityOrdered': 42}, {'priceEach': 67.03, 'productCode': 'S24_2000', 'quantityOrdered': 37}, {'priceEach': 59.41, 'productCode': 'S24_4278', 'quantityOrdered': 24}, {'priceEach': 93.9, 'productCode': 'S32_1374', 'quantityOrdered': 31}, {'priceEach': 117.46, 'productCode': 'S700_2834', 'quantityOrdered': 47}]",Bridgewater,2035552570,CT,USA,97562,84300.0,25593 South Bay Ln.,,Gift Depot Inc.,King,Julie,1323.0,55
164,10264,2004-06-30,2004-07-06,2004-07-01,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,"[{'priceEach': 58.44, 'productCode': 'S18_3782', 'quantityOrdered': 48}, {'priceEach': 124.99, 'productCode': 'S18_4721', 'quantityOrdered': 20}, {'priceEach': 61.64, 'productCode': 'S24_2360', 'quantityOrdered': 37}, {'priceEach': 75.18, 'productCode': 'S24_4620', 'quantityOrdered': 47}, {'priceEach': 39.02, 'productCode': 'S32_2206', 'quantityOrdered': 20}, {'priceEach': 100.01, 'productCode': 'S32_4485', 'quantityOrdered': 34}, {'priceEach': 67.53, 'productCode': 'S50_4713', 'quantityOrdered': 47}]",Boston,6175559555,MA,USA,51003,41900.0,8616 Spinnaker Dr.,,Gifts4AllAges.com,Yoshido,Juri,1216.0,91
165,10265,2004-07-02,2004-07-09,2004-07-07,Shipped,,"[{'priceEach': 74.78, 'productCode': 'S18_3278', 'quantityOrdered': 45}, {'priceEach': 123.47, 'productCode': 'S18_3482', 'quantityOrdered': 49}]",Glen Waverly,61-9-3844-6555,Victoria,Australia,3150,60300.0,7 Allen Street,,"Australian Collectables, Ltd",Clenahan,Sean,1611.0,68
166,10266,2004-07-06,2004-07-14,2004-07-10,Shipped,,"[{'priceEach': 188.73, 'productCode': 'S12_1099', 'quantityOrdered': 44}, {'priceEach': 110.39, 'productCode': 'S12_3380', 'quantityOrdered': 22}, {'priceEach': 67.83, 'productCode': 'S12_3990', 'quantityOrdered': 35}, {'priceEach': 112.86, 'productCode': 'S12_4675', 'quantityOrdered': 40}, {'priceEach': 131.63, 'productCode': 'S18_1129', 'quantityOrdered': 21}, {'priceEach': 99.55, 'productCode': 'S18_1589', 'quantityOrdered': 36}, {'priceEach': 77.0, 'productCode': 'S18_1889', 'quantityOrdered': 33}, {'priceEach': 139.41, 'productCode': 'S18_1984', 'quantityOrdered': 49}, {'priceEach': 113.52, 'productCode': 'S18_2870', 'quantityOrdered': 20}, {'priceEach': 137.17, 'productCode': 'S18_3232', 'quantityOrdered': 29}, {'priceEach': 127.15, 'productCode': 'S18_3685', 'quantityOrdered': 33}, {'priceEach': 40.25, 'productCode': 'S24_1628', 'quantityOrdered': 28}, {'priceEach': 35.12, 'productCode': 'S24_2972', 'quantityOrdered': 34}, {'priceEach': 56.33, 'productCode': 'S24_3371', 'quantityOrdered': 47}, {'priceEach': 119.37, 'productCode': 'S24_3856', 'quantityOrdered': 24}]",Reggio Emilia,0522-556555,,Italy,42100,121400.0,Strada Provinciale 124,,L'ordine Souveniers,Moroni,Maurizio ,1401.0,56
167,10267,2004-07-07,2004-07-17,2004-07-09,Shipped,,"[{'priceEach': 71.27, 'productCode': 'S18_4933', 'quantityOrdered': 36}, {'priceEach': 72.02, 'productCode': 'S24_1046', 'quantityOrdered': 40}, {'priceEach': 76.33, 'productCode': 'S24_2766', 'quantityOrdered': 38}, {'priceEach': 93.95, 'productCode': 'S24_2887', 'quantityOrdered': 43}, {'priceEach': 83.9, 'productCode': 'S24_3191', 'quantityOrdered': 44}, {'priceEach': 98.51, 'productCode': 'S24_3432', 'quantityOrdered': 43}]",NYC,2125557413,NY,USA,10022,138500.0,4092 Furth Circle,Suite 400,Muscle Machine Inc,Young,Jeff,1286.0,28
168,10268,2004-07-12,2004-07-18,2004-07-14,Shipped,,"[{'priceEach': 93.49, 'productCode': 'S18_1342', 'quantityOrdered': 49}, {'priceEach': 45.82, 'productCode': 'S18_1367', 'quantityOrdered': 26}, {'priceEach': 164.9, 'productCode': 'S18_1749', 'quantityOrdered': 34}, {'priceEach': 60.54, 'productCode': 'S18_2248', 'quantityOrdered': 31}, {'priceEach': 124.59, 'productCode': 'S18_2325', 'quantityOrdered': 50}, {'priceEach': 148.5, 'productCode': 'S18_2795', 'quantityOrdered': 35}, {'priceEach': 96.23, 'productCode': 'S18_3320', 'quantityOrdered': 39}, {'priceEach': 84.67, 'productCode': 'S18_4409', 'quantityOrdered': 35}, {'priceEach': 31.86, 'productCode': 'S24_1937', 'quantityOrdered': 33}, {'priceEach': 36.29, 'productCode': 'S24_2022', 'quantityOrdered': 40}, {'priceEach': 37.75, 'productCode': 'S24_3969', 'quantityOrdered': 30}]",Wellington,04 499 9555,,New Zealand,,86800.0,101 Lambton Quay,Level 11,"Extreme Desk Decorations, Ltd",McRoy,Sarah,1612.0,87
169,10269,2004-07-16,2004-07-22,2004-07-18,Shipped,,"[{'priceEach': 57.46, 'productCode': 'S18_2957', 'quantityOrdered': 32}, {'priceEach': 95.44, 'productCode': 'S24_4258', 'quantityOrdered': 48}]",Salzburg,6562-9555,,Austria,5020,71700.0,Geislweg 14,,Salzburg Collectables,Pipps,Georg ,1401.0,21
170,10270,2004-07-19,2004-07-27,2004-07-24,Shipped,Can we renegotiate this one?,"[{'priceEach': 171.44, 'productCode': 'S10_1949', 'quantityOrdered': 21}, {'priceEach': 124.1, 'productCode': 'S10_4962', 'quantityOrdered': 32}, {'priceEach': 135.3, 'productCode': 'S12_1666', 'quantityOrdered': 28}, {'priceEach': 94.5, 'productCode': 'S18_1097', 'quantityOrdered': 43}, {'priceEach': 81.05, 'productCode': 'S18_2949', 'quantityOrdered': 31}, {'priceEach': 85.87, 'productCode': 'S18_3136', 'quantityOrdered': 38}, {'priceEach': 107.76, 'productCode': 'S18_4600', 'quantityOrdered': 38}, {'priceEach': 40.25, 'productCode': 'S18_4668', 'quantityOrdered': 44}, {'priceEach': 93.42, 'productCode': 'S32_1268', 'quantityOrdered': 32}, {'priceEach': 52.36, 'productCode': 'S32_3522', 'quantityOrdered': 21}, {'priceEach': 101.15, 'productCode': 'S700_2824', 'quantityOrdered': 46}]",Chatswood,+61 2 9495 8555,NSW,Australia,2067,93300.0,Monitor Money Building,815 Pacific Hwy,Souveniers And Things Co.,Huxley,Adrian,1611.0,35
171,10271,2004-07-20,2004-07-29,2004-07-23,Shipped,,"[{'priceEach': 99.54, 'productCode': 'S12_4473', 'quantityOrdered': 31}, {'priceEach': 147.36, 'productCode': 'S18_2238', 'quantityOrdered': 50}, {'priceEach': 121.5, 'productCode': 'S18_2319', 'quantityOrdered': 50}, {'priceEach': 59.55, 'productCode': 'S18_2432', 'quantityOrdered': 25}, {'priceEach': 169.34, 'productCode': 'S18_3232', 'quantityOrdered': 20}, {'priceEach': 49.71, 'productCode': 'S24_1444', 'quantityOrdered': 45}, {'priceEach': 122.68, 'productCode': 'S24_2300', 'quantityOrdered': 43}, {'priceEach': 28.64, 'productCode': 'S24_2840', 'quantityOrdered': 38}, {'priceEach': 110.0, 'productCode': 'S24_4048', 'quantityOrdered': 22}, {'priceEach': 51.95, 'productCode': 'S32_2509', 'quantityOrdered': 35}, {'priceEach': 93.76, 'productCode': 'S50_1392', 'quantityOrdered': 34}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
172,10272,2004-07-20,2004-07-26,2004-07-22,Shipped,,"[{'priceEach': 187.02, 'productCode': 'S12_1108', 'quantityOrdered': 35}, {'priceEach': 123.89, 'productCode': 'S12_3148', 'quantityOrdered': 27}, {'priceEach': 148.8, 'productCode': 'S12_3891', 'quantityOrdered': 39}, {'priceEach': 126.39, 'productCode': 'S18_4027', 'quantityOrdered': 25}, {'priceEach': 56.55, 'productCode': 'S32_3207', 'quantityOrdered': 45}, {'priceEach': 53.89, 'productCode': 'S50_1514', 'quantityOrdered': 43}]",Allentown,2155551555,PA,USA,70267,100600.0,7586 Pompton St.,,Diecast Classics Inc.,Leong,Kelvin,1216.0,92
173,10273,2004-07-21,2004-07-28,2004-07-22,Shipped,,"[{'priceEach': 136.0, 'productCode': 'S10_4757', 'quantityOrdered': 30}, {'priceEach': 84.3, 'productCode': 'S18_3029', 'quantityOrdered': 34}, {'priceEach': 117.47, 'productCode': 'S18_3140', 'quantityOrdered': 40}, {'priceEach': 87.73, 'productCode': 'S18_3259', 'quantityOrdered': 47}, {'priceEach': 105.87, 'productCode': 'S18_3856', 'quantityOrdered': 50}, {'priceEach': 72.85, 'productCode': 'S18_4522', 'quantityOrdered': 33}, {'priceEach': 103.23, 'productCode': 'S24_2011', 'quantityOrdered': 22}, {'priceEach': 84.08, 'productCode': 'S24_3151', 'quantityOrdered': 27}, {'priceEach': 83.86, 'productCode': 'S24_3816', 'quantityOrdered': 48}, {'priceEach': 66.0, 'productCode': 'S700_1138', 'quantityOrdered': 21}, {'priceEach': 77.95, 'productCode': 'S700_1938', 'quantityOrdered': 21}, {'priceEach': 57.82, 'productCode': 'S700_2610', 'quantityOrdered': 42}, {'priceEach': 91.15, 'productCode': 'S700_3505', 'quantityOrdered': 40}, {'priceEach': 89.38, 'productCode': 'S700_3962', 'quantityOrdered': 26}, {'priceEach': 51.32, 'productCode': 'S72_3212', 'quantityOrdered': 37}]",Bruxelles,(02) 5554 67,,Belgium,B-1180,79900.0,Rue Joseph-Bens 532,,Petit Auto,Dewey,Catherine ,1401.0,67
174,10274,2004-07-21,2004-07-29,2004-07-22,Shipped,,"[{'priceEach': 129.31, 'productCode': 'S18_1662', 'quantityOrdered': 41}, {'priceEach': 56.86, 'productCode': 'S24_2841', 'quantityOrdered': 40}, {'priceEach': 65.09, 'productCode': 'S24_3420', 'quantityOrdered': 24}, {'priceEach': 75.13, 'productCode': 'S700_2047', 'quantityOrdered': 24}, {'priceEach': 49.66, 'productCode': 'S72_1253', 'quantityOrdered': 32}]",Brickhaven,6175558555,MA,USA,58339,70700.0,7825 Douglas Av.,,Collectables For Less Inc.,Nelson,Allen,1188.0,40
175,10275,2004-07-23,2004-08-02,2004-07-29,Shipped,,"[{'priceEach': 81.35, 'productCode': 'S10_1678', 'quantityOrdered': 45}, {'priceEach': 115.37, 'productCode': 'S10_2016', 'quantityOrdered': 22}, {'priceEach': 154.93, 'productCode': 'S10_4698', 'quantityOrdered': 36}, {'priceEach': 70.12, 'productCode': 'S18_2581', 'quantityOrdered': 35}, {'priceEach': 52.09, 'productCode': 'S18_2625', 'quantityOrdered': 37}, {'priceEach': 105.94, 'productCode': 'S24_1578', 'quantityOrdered': 21}, {'priceEach': 97.38, 'productCode': 'S24_1785', 'quantityOrdered': 25}, {'priceEach': 61.7, 'productCode': 'S24_2000', 'quantityOrdered': 30}, {'priceEach': 58.0, 'productCode': 'S24_3949', 'quantityOrdered': 41}, {'priceEach': 67.38, 'productCode': 'S24_4278', 'quantityOrdered': 27}, {'priceEach': 89.9, 'productCode': 'S32_1374', 'quantityOrdered': 23}, {'priceEach': 58.47, 'productCode': 'S32_4289', 'quantityOrdered': 28}, {'priceEach': 40.15, 'productCode': 'S50_1341', 'quantityOrdered': 38}, {'priceEach': 85.86, 'productCode': 'S700_1691', 'quantityOrdered': 32}, {'priceEach': 82.77, 'productCode': 'S700_2466', 'quantityOrdered': 39}, {'priceEach': 102.04, 'productCode': 'S700_2834', 'quantityOrdered': 48}, {'priceEach': 72.0, 'productCode': 'S700_3167', 'quantityOrdered': 43}, {'priceEach': 59.96, 'productCode': 'S700_4002', 'quantityOrdered': 31}]",Nantes,40.67.8555,,France,44000,118200.0,"67, rue des Cinquante Otages",,La Rochelle Gifts,Labrune,Janine ,1370.0,93
176,10276,2004-08-02,2004-08-11,2004-08-08,Shipped,,"[{'priceEach': 184.84, 'productCode': 'S12_1099', 'quantityOrdered': 50}, {'priceEach': 150.62, 'productCode': 'S12_2823', 'quantityOrdered': 43}, {'priceEach': 104.52, 'productCode': 'S12_3380', 'quantityOrdered': 47}, {'priceEach': 67.83, 'productCode': 'S12_3990', 'quantityOrdered': 38}, {'priceEach': 78.0, 'productCode': 'S18_3278', 'quantityOrdered': 38}, {'priceEach': 139.64, 'productCode': 'S18_3482', 'quantityOrdered': 30}, {'priceEach': 54.71, 'productCode': 'S18_3782', 'quantityOrdered': 33}, {'priceEach': 120.53, 'productCode': 'S18_4721', 'quantityOrdered': 48}, {'priceEach': 61.64, 'productCode': 'S24_2360', 'quantityOrdered': 46}, {'priceEach': 58.17, 'productCode': 'S24_3371', 'quantityOrdered': 20}, {'priceEach': 67.1, 'productCode': 'S24_4620', 'quantityOrdered': 48}, {'priceEach': 35.4, 'productCode': 'S32_2206', 'quantityOrdered': 27}, {'priceEach': 94.91, 'productCode': 'S32_4485', 'quantityOrdered': 38}, {'priceEach': 67.53, 'productCode': 'S50_4713', 'quantityOrdered': 21}]",Brickhaven,6175557555,MA,USA,58339,68700.0,7635 Spinnaker Dr.,,Online Mini Collectables,Barajas,Miguel,1188.0,94
177,10277,2004-08-04,2004-08-12,2004-08-05,Shipped,,"[{'priceEach': 93.28, 'productCode': 'S12_4675', 'quantityOrdered': 28}]",Singapore,+65 221 7555,,Singapore,079903,103800.0,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,"Dragon Souveniers, Ltd.",Natividad,Eric,1621.0,19
